period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps
0,461,4678,4089824,7100,18,19527,24520,697133,3163,1863,290608,4152,0.01
1,6007,15465,4268075,11164,18,19527,24520,714578,4836,1863,290608,4152,0.00
2,6007,18088,5255307,12087,18,19527,24520,725829,5938,1863,290608,4152,0.00
3,69309,20677,6302640,796013,18,19527,24520,928665,6907,1863,290608,4152,13.54
4,138148,24636,6447048,1650522,18,19527,24520,1141508,8011,1863,290608,4152,14.66
5,201730,28104,6572301,2517061,18,19527,24520,1341529,9047,1863,290608,4152,13.97
6,264151,31417,6716344,3367340,18,19527,24520,1544876,10018,1863,290608,4152,13.66
7,329208,35374,6813007,4279728,18,19527,24520,1756471,11080,1863,290608,4152,14.24
8,392479,38874,6954084,5126319,18,19527,24520,1961168,12154,1863,290608,4152,13.78
9,456932,42304,10514129,5990499,18,19527,24520,2166499,13230,1863,290608,4152,13.90
10,515230,45332,11272656,6818304,18,19527,24520,2363011,14318,1863,290608,4152,12.92
11,551214,59384,12120081,7359001,18,19527,24520,2491667,15615,1863,290608,4152,8.00
12,553010,62486,13095493,7455105,18,19527,24520,2513138,17155,1863,290608,4152,0.19
13,555020,65595,14068158,7554504,18,19527,24520,2536976,18805,1863,290608,4152,0.25
14,588343,68718,14927278,8050244,18,19527,24520,2651436,19963,1863,290608,4152,6.81
15,653774,72199,10150594,8914077,18,19527,24520,2851429,21017,1863,290608,4152,13.86
16,721404,76091,10262696,9801100,18,19527,24520,3053311,22196,1863,290608,4152,14.24
17,786442,79461,10350228,10708592,18,19527,24520,3261865,23269,1863,290608,4152,14.16
18,850752,83174,10468845,11587213,18,19527,24520,3466500,24344,1863,290608,4152,14.08
19,913969,86993,10580382,12462472,18,19527,24520,3677297,25398,1863,290608,4152,13.97
20,979045,93798,10673411,13373171,18,19527,24520,3887094,26564,1863,290608,4152,14.13
21,1041256,100883,10834578,14223199,18,19527,24520,4089065,27637,1863,290608,4152,13.54
22,1106236,104153,10982023,15075945,18,19527,24520,4290204,28729,1863,290608,4152,13.69
23,1170100,107600,21704732,15955316,18,19527,24520,4503829,29833,1863,290608,4152,14.10
24,1236727,119273,11218072,16872217,18,19527,24520,4713766,30981,1863,290608,4152,14.34
25,1300331,122886,11350320,17728650,18,19527,24520,4917601,32099,1863,290608,4152,13.68
26,1366044,130620,23971375,18653700,18,19527,24520,5133990,33191,1863,290608,4152,14.67
27,1428424,141096,11575050,19549625,18,19527,24520,5340341,34248,1863,290608,4152,14.11
28,1494389,144792,11692181,20424869,18,19527,24520,5544064,35332,1863,290608,4152,14.07
29,1559265,152911,11814078,21305914,18,19527,24520,5750538,36382,1863,290608,4152,13.82
30,1624033,164280,11959122,22193793,18,19527,24520,5953556,37403,1863,290608,4152,14.14
31,1691812,167911,12054942,23093458,18,19527,24520,6161536,38490,1863,290608,4152,14.46
32,1755987,173163,12154383,23997806,18,19527,24520,6364877,39573,1863,290608,4152,14.11
33,1821148,180737,12253503,24895618,18,19527,24520,6580420,40641,1863,290608,4152,14.39
34,1887821,184441,12330569,25806264,18,19527,24520,6797295,41739,1863,290608,4152,14.59
35,1952530,187490,12447963,26679380,18,19527,24520,7002492,42760,1863,290608,4152,13.97
36,2016191,191003,12570416,27584847,18,19527,24520,7209056,43845,1863,290608,4152,14.04
37,2083927,194750,12654943,28500268,18,19527,24520,7425219,44843,1863,290608,4152,14.86
38,2146662,198071,33041245,29413225,18,19527,24520,7640824,45887,1863,290608,4152,14.26
39,2211647,211556,12869311,30285513,18,19527,24520,7845525,46948,1863,290608,4152,13.90
40,2276348,214878,12989024,31168031,18,19527,24520,8053844,48006,1863,290608,4152,14.04
41,2342356,218619,13087758,32057641,18,19527,24520,8265948,49054,1863,290608,4152,14.24
42,2408105,223737,13215531,32967546,18,19527,24520,8472695,50129,1863,290608,4152,13.94
43,2475109,226849,36824760,33849994,18,19527,24520,8672666,51214,1863,290608,4152,14.15
44,2538773,234683,13477300,34701953,18,19527,24520,8865826,52272,1863,290608,4152,13.44
45,2601389,245765,13662753,35546877,18,19527,24520,9057950,53317,1863,290608,4152,13.23
46,2669020,248958,13740364,36465397,18,19527,24520,9273664,54415,1863,290608,4152,14.69
47,2733329,252666,13841761,37355901,18,19527,24520,9487195,55492,1863,290608,4152,14.23
48,2796243,264828,13981981,38254209,18,19527,24520,9699611,56588,1863,290608,4152,13.90
49,2856901,267869,14135882,39100216,18,19527,24520,9900879,57658,1863,290608,4152,13.52
50,2920929,271359,42146143,39969469,18,19527,24520,10107592,58717,1863,290608,4152,13.56
51,2985453,286929,14404112,40843807,18,19527,24520,10307619,59772,1863,290608,4152,13.90
52,3048611,290701,14543708,41697073,18,19527,24520,10509875,60825,1863,290608,4152,13.60
53,3110980,293887,14651724,42584707,18,19527,24520,10715835,61896,1863,290608,4152,13.69
54,3176499,300962,14782116,43457413,18,19527,24520,10919709,62986,1863,290608,4152,13.96
55,3240654,304327,14898085,44336174,18,19527,24520,11129899,64075,1863,290608,4152,14.10
56,3301977,307882,46689267,45199399,18,19527,24520,11328702,65088,1863,290608,4152,13.36
57,3366739,321486,15158439,46090254,18,19527,24520,11534847,66112,1863,290608,4152,14.16
58,3431480,324478,15289966,46952291,18,19527,24520,11737294,67132,1863,290608,4152,13.66
59,3494138,328172,48962742,47801525,18,19527,24520,11925783,68257,1863,290608,4152,12.95
60,3561585,341528,49718211,48682726,18,19527,24520,12123743,69383,1863,290608,4152,14.02
61,3625960,344619,15718429,49536753,18,19527,24520,12316742,70478,1863,290608,4152,13.65
62,3691472,347828,15826939,50416855,18,19527,24520,12523802,71562,1863,290608,4152,14.02
63,3755912,351428,15962925,51313589,18,19527,24520,12728864,72647,1863,290608,4152,13.71
64,3817997,355058,16113192,52155433,18,19527,24520,12925778,73740,1863,290608,4152,13.42
65,3882252,358297,53529358,52999983,18,19527,24520,13121660,74782,1863,290608,4152,13.30
66,3947203,374736,16407131,53898975,18,19527,24520,13323656,75845,1863,290608,4152,13.99
67,4012106,378322,16515656,54790934,18,19527,24520,13532266,76925,1863,290608,4152,14.25
68,4074810,381568,16648623,55655343,18,19527,24520,13727582,78015,1863,290608,4152,13.25
69,4142257,385856,56587482,56549066,18,19527,24520,13932203,79094,1863,290608,4152,14.36
70,4205228,388555,16885635,57412738,18,19527,24520,14134501,80296,1863,290608,4152,13.86
71,4265615,393407,58086175,58277510,18,19527,24520,14335514,81400,1863,290608,4152,13.49
72,4328806,408030,17148973,59158516,18,19527,24520,14545641,82508,1863,290608,4152,13.97
73,4393810,411705,17244396,60060370,18,19527,24520,14759830,83600,1863,290608,4152,14.49
74,4456248,415233,17371958,60922286,18,19527,24520,14962635,84643,1863,290608,4152,13.81
75,4520376,418666,17489373,61835332,18,19527,24520,15176883,85813,1863,290608,4152,14.09
76,4584361,422207,17604382,62722798,18,19527,24520,15383045,86881,1863,290608,4152,14.21
77,4645682,425783,17726074,63589826,18,19527,24520,15589718,87896,1863,290608,4152,13.77
78,4709130,429379,17832729,64474263,18,19527,24520,15797708,88927,1863,290608,4152,13.66
79,4767907,433253,18047328,65262430,18,19527,24520,15983696,89939,1863,290608,4152,12.48
80,4826886,436509,18268729,66047564,18,19527,24520,16161616,90989,1863,290608,4152,12.37
81,4886648,439789,18415633,66898415,18,19527,24520,16356678,92002,1863,290608,4152,13.07
82,4949903,443788,18538854,67775121,18,19527,24520,16566320,93048,1863,290608,4152,13.99
83,5017101,447055,18637937,68670266,18,19527,24520,16775290,94106,1863,290608,4152,14.33
84,5078610,450535,18794819,69518841,18,19527,24520,16966567,95085,1863,290608,4152,13.18
85,5145346,454105,68742570,70395896,18,19527,24520,17171613,96120,1863,290608,4152,14.01
86,5210587,457637,19045892,71258385,18,19527,24520,17371644,97203,1863,290608,4152,13.73
87,5274717,464225,19150266,72160559,18,19527,24520,17581673,98295,1863,290608,4152,13.88
88,5340453,471505,71004791,73069638,18,19527,24520,17795867,99313,1863,290608,4152,14.46
89,5403274,475036,19355215,73952960,18,19527,24520,18006851,100330,1863,290608,4152,14.26
90,5463928,478314,72507759,74830171,18,19527,24520,18214628,101394,1863,290608,4152,13.66
91,5529216,492631,19589939,75729059,18,19527,24520,18431828,102475,1863,290608,4152,14.34
92,5590772,495883,19714306,76605448,18,19527,24520,18645873,103533,1863,290608,4152,13.97
93,5653483,504560,19855952,77466579,18,19527,24520,18853587,104591,1863,290608,4152,13.50
94,5718099,515579,19975037,78388885,18,19527,24520,19065608,105640,1863,290608,4152,14.42
95,5782014,518995,20079620,79284014,18,19527,24520,19281474,106693,1863,290608,4152,14.28
96,5845234,522583,77053341,80171815,18,19527,24520,19491436,107771,1863,290608,4152,13.63
97,5911154,536930,20297878,81068968,18,19527,24520,19704644,108818,1863,290608,4152,14.30
98,5975704,540083,20417154,81947744,18,19527,24520,19910650,109882,1863,290608,4152,13.89
99,6039347,543515,20555477,82812263,18,19527,24520,20113896,110931,1863,290608,4152,13.62
100,6104053,555415,20671262,83740378,18,19527,24520,20328973,111951,1863,290608,4152,14.28
101,6168383,558980,20798172,84614709,18,19527,24520,20537864,113062,1863,290608,4152,13.89
102,6229907,562384,81603080,85505618,18,19527,24520,20751083,114102,1863,290608,4152,13.77
103,6296233,575736,82367588,86405255,18,19527,24520,20960921,115107,1863,290608,4152,14.30
104,6359890,579181,21149750,87281925,18,19527,24520,21170990,116189,1863,290608,4152,13.91
105,6420234,585726,21287882,88144774,18,19527,24520,21371686,117319,1863,290608,4152,13.18
106,6427321,593447,84858101,88328260,18,19527,24520,21415548,119016,1863,290608,4152,1.55
107,6449403,597104,85762153,88657222,18,19527,24520,21493926,120428,1863,290608,4152,4.28
108,6512279,601032,22908676,89529997,18,19527,24520,21703797,121358,1863,290608,4152,13.99
109,6579610,612104,23017535,90452957,18,19527,24520,21915687,122496,1863,290608,4152,14.39
110,6637427,616221,23210543,91257056,18,19527,24520,22109019,123567,1863,290608,4152,12.55
111,6700872,620607,23307905,92153046,18,19527,24520,22326355,124570,1863,290608,4152,14.23
112,6765347,628741,23434031,93072068,18,19527,24520,22536151,125690,1863,290608,4152,14.12
113,6826880,632307,23580798,93930548,18,19527,24520,22740084,126767,1863,290608,4152,13.65
114,6890338,635811,23675804,94822729,18,19527,24520,22945865,127860,1863,290608,4152,13.78
115,6949245,641035,23871209,95632139,18,19527,24520,23129872,128930,1863,290608,4152,12.77
116,7011691,644505,23997586,96498011,18,19527,24520,23336277,129963,1863,290608,4152,13.70
117,7072576,647963,93399117,97374814,18,19527,24520,23541414,131003,1863,290608,4152,13.60
118,7136059,664368,24252752,98263991,18,19527,24520,23745772,132019,1863,290608,4152,14.01
119,7200204,668202,24371078,99146086,18,19527,24520,23953747,133077,1863,290608,4152,14.09
120,7261672,671612,95692752,100018997,18,19527,24520,24156405,134194,1863,290608,4152,13.42
121,7328273,685323,24617411,100921386,18,19527,24520,24365843,135219,1863,290608,4152,14.42
122,7394152,688868,24719946,101827280,18,19527,24520,24573959,136271,1863,290608,4152,14.41
123,7455664,692498,24836431,102714807,18,19527,24520,24774985,137315,1863,290608,4152,13.59
124,7521997,695518,24937518,103603977,18,19527,24520,24980665,138370,1863,290608,4152,14.20
125,7587442,699147,25068008,104461825,18,19527,24520,25180446,139338,1863,290608,4152,13.76
126,7651204,702240,100204982,105345994,18,19527,24520,25388431,140416,1863,290608,4152,14.04
127,7715989,718695,25332342,106215628,18,19527,24520,25590214,141537,1863,290608,4152,13.59
128,7776907,721909,25501040,107049116,18,19527,24520,25786268,142572,1863,290608,4152,13.17
129,7838087,725451,102511866,107928190,18,19527,24520,25987431,143656,1863,290608,4152,13.48
130,7899666,739823,25817864,108743425,18,19527,24520,26173805,144709,1863,290608,4152,12.73
131,7964236,743706,25918318,109641787,18,19527,24520,26378912,145790,1863,290608,4152,14.35
132,8031336,751279,104780540,110534199,18,19527,24520,26586523,146866,1863,290608,4152,14.02
133,8097665,762086,26187817,111422658,18,19527,24520,26788666,147911,1863,290608,4152,13.76
134,8161898,765952,26314923,112292249,18,19527,24520,26998144,149007,1863,290608,4152,14.08
135,8224433,772133,26435109,113182854,18,19527,24520,27202267,150100,1863,290608,4152,13.76
136,8282577,780171,107851385,113959815,18,19527,24520,27389588,151201,1863,290608,4152,12.27
137,8344661,783845,26801482,114797615,18,19527,24520,27587803,152259,1863,290608,4152,13.65
138,8409860,787374,26960563,115642918,18,19527,24520,27787542,153344,1863,290608,4152,13.71
139,8471057,790816,27108541,116523733,18,19527,24520,27991519,154429,1863,290608,4152,13.58
140,8535992,794486,27222371,117404955,18,19527,24520,28200745,155454,1863,290608,4152,14.32
141,8596617,797866,111659368,118278564,18,19527,24520,28406917,156515,1863,290608,4152,13.43
142,8657967,812731,27516731,119124711,18,19527,24520,28604632,157634,1863,290608,4152,13.29
143,8715967,815903,113211150,119909882,18,19527,24520,28785776,158625,1863,290608,4152,12.40
144,8769473,819537,114008325,120631895,18,19527,24520,28944576,159625,1863,290608,4152,11.33
145,8829421,822570,28120360,121500734,18,19527,24520,29140000,160616,1863,290608,4152,13.37
146,8892575,825975,115537371,122355731,18,19527,24520,29340273,161730,1863,290608,4152,13.56
147,8953931,829315,28427746,123185997,18,19527,24520,29533446,162797,1863,290608,4152,13.38
148,9015437,833089,28545790,124065568,18,19527,24520,29733642,163815,1863,290608,4152,13.45
149,9080680,836850,28661641,124946522,18,19527,24520,29939766,164915,1863,290608,4152,13.99
150,9143029,840178,28790815,125815427,18,19527,24520,30140274,165921,1863,290608,4152,13.81
151,9205216,843841,119342137,126699079,18,19527,24520,30345955,166878,1863,290608,4152,13.55
152,9266563,847320,29031903,127567863,18,19527,24520,30555472,168000,1863,290608,4152,13.88
153,9330094,850399,29163429,128431101,18,19527,24520,30759450,168978,1863,290608,4152,13.74
154,9387357,853644,121618844,129250860,18,19527,24520,30951196,169974,1863,290608,4152,12.59
155,9441449,868061,122447367,129965784,18,19527,24520,31104713,171045,1863,290608,4152,11.02
156,9493935,871354,29914004,130686593,18,19527,24520,31272347,172081,1863,290608,4152,11.32
157,9528870,874795,124105019,131144019,18,19527,24520,31381252,173161,1863,290608,4152,6.99
158,9571080,878162,124939875,131761778,18,19527,24520,31508036,174171,1863,290608,4152,8.93
159,9628048,881417,125717205,132532819,18,19527,24520,31683188,175191,1863,290608,4152,12.10
160,9684136,884702,31284397,133292611,18,19527,24520,31855731,176183,1863,290608,4152,11.98
161,9741796,888536,31457449,134114922,18,19527,24520,32037784,177311,1863,290608,4152,12.53
162,9805911,891860,31610633,134949651,18,19527,24520,32232627,178428,1863,290608,4152,13.22
163,9863886,895415,128823248,135721940,18,19527,24520,32409286,179576,1863,290608,4152,12.04
164,9913445,898742,129637513,136370980,18,19527,24520,32551427,180621,1863,290608,4152,9.92
165,9969101,910869,32449322,137153240,18,19527,24520,32722292,181755,1863,290608,4152,11.74
166,10032488,914983,32566119,138035814,18,19527,24520,32928389,182861,1863,290608,4152,14.16
167,10095427,921384,32720044,138880098,18,19527,24520,33118298,183995,1863,290608,4152,12.94
168,10161130,928978,32837156,139765899,18,19527,24520,33324578,185106,1863,290608,4152,14.25
169,10226242,932360,133503296,140605764,18,19527,24520,33517230,186185,1863,290608,4152,13.28
170,10290269,940356,33100909,141484727,18,19527,24520,33718677,187350,1863,290608,4152,13.81
171,10353909,951980,33213521,142403003,18,19527,24520,33929760,188373,1863,290608,4152,14.44
172,10417966,955071,33353447,143262574,18,19527,24520,34133042,189411,1863,290608,4152,13.73
173,10481399,959278,136543414,144139965,18,19527,24520,34333936,190439,1863,290608,4152,13.72
174,10547445,972780,137299871,145043895,18,19527,24520,34544689,191495,1863,290608,4152,14.43
175,10610442,975865,33701333,145908900,18,19527,24520,34751686,192422,1863,290608,4152,14.13
176,10674574,979498,138793337,146803598,18,19527,24520,34958586,193458,1863,290608,4152,14.06
177,10738802,996352,33944659,147688143,18,19527,24520,35161472,194586,1863,290608,4152,13.83
178,10804401,1000211,34057072,148582295,18,19527,24520,35368377,195595,1863,290608,4152,14.29
period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
1,486,484,4401875,7390,18,19511,24212,698932,3538,1856,290608,4152,0.01,99494
2,6001,11633,4577101,10780,18,19511,24212,714072,4921,1856,290608,4152,0.00,99494
3,6001,14245,5561761,11954,18,19511,24212,726790,6135,1856,290608,4152,0.00,99494
4,73075,17340,6595082,811498,18,19511,24212,932314,7261,1856,290608,4152,13.87,99494
5,142715,20668,6756969,1649323,18,19511,24212,1148700,8329,1856,290608,4152,14.94,99494
6,205231,24991,7818937,2507730,18,19511,24212,1347692,9360,1856,290608,4152,13.46,99494
7,269666,39945,7052795,3388986,18,19511,24212,1552712,10455,1856,290608,4152,14.02,99494
8,334300,43261,7180158,4258517,18,19511,24212,1759517,11464,1856,290608,4152,13.96,99494
9,398111,46932,7288795,5145426,18,19511,24212,1973437,12544,1856,290608,4152,14.34,99494
10,464347,50795,7392632,6037652,18,19511,24212,2186802,13593,1856,290608,4152,14.38,99494
11,530223,53997,7493145,6935180,18,19511,24212,2403186,14687,1856,290608,4152,14.49,99494
12,595436,57593,7604446,7828245,18,19511,24212,2620270,15740,1856,290608,4152,14.29,99494
13,661983,61196,7705022,8720428,18,19511,24212,2830243,16841,1856,290608,4152,14.45,99494
14,727054,64597,7800194,9622563,18,19511,24212,3041522,17901,1856,290608,4152,14.52,99494
15,791233,68348,7936723,10514698,18,19511,24212,3249340,18967,1856,290608,4152,13.87,99494
16,855882,71574,8023404,11425677,18,19511,24212,3463527,19984,1856,290608,4152,14.63,99494
17,919218,75455,16094350,12307608,18,19511,24212,3679201,21069,1856,290608,4152,14.09,99494
18,980170,79050,8273527,13156944,18,19511,24212,3890701,22150,1856,290608,4152,13.59,99494
19,1045100,82486,8395677,14027286,18,19511,24212,4101772,23233,1856,290608,4152,13.98,99494
20,1108932,86067,8524023,14899377,18,19511,24212,4311303,24285,1856,290608,4152,13.93,99494
21,1173952,90060,8611946,15803273,18,19511,24212,4530359,25352,1856,290608,4152,14.52,99494
22,1237744,92951,8732512,16680669,18,19511,24212,4743457,26314,1856,290608,4152,14.06,99494
23,1302613,96749,8862824,17540081,18,19511,24212,4951133,27311,1856,290608,4152,13.76,99494
24,1368654,100100,8952777,18437885,18,19511,24212,5167999,28383,1856,290608,4152,14.51,99494
25,1430331,103470,22086244,19299438,18,19511,24212,5368979,29414,1856,290608,4152,13.65,99494
26,1491527,119647,9278791,20134615,18,19511,24212,5564115,30439,1856,290608,4152,13.18,99494
27,1555835,123277,9407791,21003431,18,19511,24212,5769183,31509,1856,290608,4152,14.02,99494
28,1618801,126848,9553265,21853976,18,19511,24212,5970892,32548,1856,290608,4152,13.63,99494
29,1680869,129987,9698534,22700999,18,19511,24212,6172967,33567,1856,290608,4152,13.58,99494
30,1743279,133768,9845089,23554393,18,19511,24212,6379236,34674,1856,290608,4152,13.67,99494
31,1809535,136925,9949975,24452472,18,19511,24212,6596338,35703,1856,290608,4152,14.50,99494
32,1876479,140944,10042624,25366388,18,19511,24212,6811737,36773,1856,290608,4152,14.77,99494
33,1943767,143988,10124491,26274630,18,19511,24212,7031256,37823,1856,290608,4152,14.71,99494
34,2006468,147665,28874191,27152456,18,19511,24212,7242700,38793,1856,290608,4152,14.03,99494
35,2072895,163554,10374565,28040061,18,19511,24212,7452266,39971,1856,290608,4152,14.03,99494
36,2139096,167004,10469351,28939288,18,19511,24212,7666014,40965,1856,290608,4152,14.47,99494
37,2202725,170600,10597573,29810172,18,19511,24212,7873278,42024,1856,290608,4152,13.93,99494
38,2268593,174507,10726544,30686669,18,19511,24212,8081328,43079,1856,290608,4152,14.10,99494
39,2334477,177718,10831696,31585528,18,19511,24212,8295528,44171,1856,290608,4152,14.48,99494
40,2399938,181187,10953312,32454447,18,19511,24212,8501019,45257,1856,290608,4152,14.12,99494
41,2463661,184558,11081346,33328615,18,19511,24212,8709675,46318,1856,290608,4152,13.97,99494
42,2528717,188508,11189235,34218919,18,19511,24212,8924237,47411,1856,290608,4152,14.29,99494
43,2591912,191483,35640699,35108939,18,19511,24212,9131629,48456,1856,290608,4152,14.18,99494
44,2656030,207622,11439778,35999850,18,19511,24212,9336962,49548,1856,290608,4152,14.02,99494
45,2721977,211283,11545156,36889256,18,19511,24212,9544372,50613,1856,290608,4152,14.30,99494
46,2786496,214490,37910196,37779966,18,19511,24212,9763570,51679,1856,290608,4152,14.34,99494
47,2849596,217865,38665696,38660700,18,19511,24212,9973574,52774,1856,290608,4152,14.00,99494
48,2914184,220767,11851724,39559990,18,19511,24212,10187824,53819,1856,290608,4152,14.52,99494
49,2977102,224290,40158258,40433532,18,19511,24212,10394732,54774,1856,290608,4152,13.90,99494
50,3038486,227723,12139038,41253830,18,19511,24212,10595630,55834,1856,290608,4152,13.15,99494
51,3103834,231216,12274232,42122086,18,19511,24212,10804220,56847,1856,290608,4152,13.92,99494
52,3167765,234540,42424425,42992780,18,19511,24212,11013512,57899,1856,290608,4152,13.87,99494
53,3228799,238570,43178198,43863698,18,19511,24212,11217923,58989,1856,290608,4152,13.51,99494
54,3295651,251188,12638583,44765104,18,19511,24212,11429165,60020,1856,290608,4152,14.40,99494
55,3362555,254857,12717552,45688643,18,19511,24212,11644028,61057,1856,290608,4152,14.89,99494
56,3425800,258437,12841515,46564437,18,19511,24212,11853834,62196,1856,290608,4152,14.05,99494
57,3490764,261827,12952903,47442489,18,19511,24212,12061975,63262,1856,290608,4152,14.15,99494
58,3555889,265297,13063298,48327737,18,19511,24212,12273890,64355,1856,290608,4152,14.23,99494
59,3621634,268148,13174258,49216628,18,19511,24212,12481259,65391,1856,290608,4152,14.41,99494
60,3688758,272056,13254730,50130498,18,19511,24212,12700596,66436,1856,290608,4152,14.91,99494
61,3754196,275364,13351912,51030650,18,19511,24212,12920793,67514,1856,290608,4152,14.56,99494
62,3816863,279051,13480562,51898632,18,19511,24212,13129566,68587,1856,290608,4152,14.01,99494
63,3878368,285725,13653159,52750845,18,19511,24212,13323615,69713,1856,290608,4152,13.22,99494
64,3944061,289477,13782167,53611122,18,19511,24212,13528556,70824,1856,290608,4152,13.87,99494
65,4008411,292887,13897161,54494468,18,19511,24212,13738360,71884,1856,290608,4152,14.40,99494
66,4075374,296367,14016279,55372122,18,19511,24212,13947041,72925,1856,290608,4152,14.29,99494
67,4142079,299783,14121945,56270509,18,19511,24212,14159963,73993,1856,290608,4152,14.54,99494
68,4208023,303066,14202053,57177793,18,19511,24212,14377284,75037,1856,290608,4152,14.72,99494
69,4274567,306323,14296007,58082113,18,19511,24212,14591460,76100,1856,290608,4152,14.66,99494
70,4337627,309967,14404586,58971602,18,19511,24212,14809528,77137,1856,290608,4152,14.36,99494
71,4403683,313724,14496909,59864829,18,19511,24212,15026281,78184,1856,290608,4152,14.55,99494
72,4468930,320702,14590780,60761660,18,19511,24212,15248550,79279,1856,290608,4152,14.49,99494
73,4533643,331415,14692037,61693657,18,19511,24212,15471163,80344,1856,290608,4152,14.81,99494
74,4598762,335343,14794041,62579507,18,19511,24212,15685980,81398,1856,290608,4152,14.35,99494
75,4665364,338958,14901072,63473779,18,19511,24212,15903448,82511,1856,290608,4152,14.53,99494
76,4732049,342413,15026458,64359492,18,19511,24212,16114126,83621,1856,290608,4152,14.29,99494
77,4797292,346127,15111347,65272456,18,19511,24212,16336373,84630,1856,290608,4152,14.80,99494
78,4862103,349943,15226469,66148395,18,19511,24212,16547177,85690,1856,290608,4152,14.09,99494
79,4927693,353484,15365234,67006028,18,19511,24212,16748928,86658,1856,290608,4152,13.88,99494
80,4994442,356708,15444085,67917230,18,19511,24212,16967750,87778,1856,290608,4152,14.83,99494
81,5061144,364336,15534072,68825882,18,19511,24212,17182860,88802,1856,290608,4152,14.72,99494
82,5127569,374870,15625882,69768675,18,19511,24212,17406812,89860,1856,290608,4152,15.12,99494
83,5191991,378497,65646936,70641885,18,19511,24212,17612303,90954,1856,290608,4152,14.03,99494
84,5255488,381833,15881366,71498555,18,19511,24212,17818644,91985,1856,290608,4152,13.89,99494
85,5320850,385269,15983444,72390796,18,19511,24212,18035687,92907,1856,290608,4152,14.67,99494
86,5386927,388387,67872133,73253888,18,19511,24212,18243268,94046,1856,290608,4152,14.20,99494
87,5452270,391931,16214899,74141813,18,19511,24212,18458441,95136,1856,290608,4152,14.75,99494
88,5516930,395617,16339540,75003312,18,19511,24212,18667970,96223,1856,290608,4152,14.16,99494
89,5584065,399140,16425407,75914439,18,19511,24212,18890803,97286,1856,290608,4152,14.92,99494
90,5649961,402386,16520109,76817082,18,19511,24212,19114518,98296,1856,290608,4152,14.81,99494
91,5715127,406185,16628360,77707834,18,19511,24212,19334312,99346,1856,290608,4152,14.62,99494
92,5782388,409545,16706751,78645169,18,19511,24212,19557762,100413,1856,290608,4152,14.98,99494
93,5847754,412749,16824733,79522315,18,19511,24212,19768232,101534,1856,290608,4152,14.41,99494
94,5913096,416376,16963198,80385064,18,19511,24212,19971410,102559,1856,290608,4152,14.11,99494
95,5979415,420376,17062301,81283281,18,19511,24212,20191056,103596,1856,290608,4152,14.67,99494
96,6045982,423565,17152885,82192682,18,19511,24212,20412738,104686,1856,290608,4152,14.87,99494
97,6109986,427333,17300679,83041163,18,19511,24212,20621697,105718,1856,290608,4152,13.76,99494
98,6177028,430719,17377682,83959293,18,19511,24212,20841684,106761,1856,290608,4152,15.11,99494
99,6243399,434371,17513450,84820668,18,19511,24212,21043152,107820,1856,290608,4152,14.06,99494
100,6312088,437727,17629266,85701375,18,19511,24212,21247170,108926,1856,290608,4152,14.29,99494
101,6373103,441252,17864658,86495094,18,19511,24212,21422533,109967,1856,290608,4152,12.16,99494
102,6433079,444708,79896452,87268918,18,19511,24212,21598352,111012,1856,290608,4152,12.26,99494
103,6494683,448279,18239199,88094084,18,19511,24212,21793199,112084,1856,290608,4152,13.25,99494
104,6552118,451861,18420504,88905886,18,19511,24212,21990538,113079,1856,290608,4152,12.93,99494
105,6603965,454872,82221768,89608251,18,19511,24212,22151286,114029,1856,290608,4152,11.04,99494
106,6664465,458313,18911857,90411677,18,19511,24212,22335627,115146,1856,290608,4152,12.89,99494
107,6728710,461591,83748431,91281519,18,19511,24212,22543634,116200,1856,290608,4152,14.05,99494
108,6791492,464775,19153138,92157718,18,19511,24212,22760232,117217,1856,290608,4152,14.17,99494
109,6855156,468759,19285366,93028245,18,19511,24212,22974520,118349,1856,290608,4152,13.93,99494
110,6920653,473028,19384459,93926511,18,19511,24212,23192805,119422,1856,290608,4152,14.54,99494
111,6984235,476314,19500285,94809671,18,19511,24212,23408067,120485,1856,290608,4152,14.21,99494
112,7047319,479931,19635243,95706426,18,19511,24212,23618320,121517,1856,290608,4152,14.01,99494
113,7111353,483705,19754653,96581768,18,19511,24212,23827810,122588,1856,290608,4152,14.13,99494
114,7177469,487124,19859436,97466849,18,19511,24212,24042670,123595,1856,290608,4152,14.35,99494
115,7242761,490365,19963967,98356044,18,19511,24212,24250239,124624,1856,290608,4152,14.32,99494
116,7306419,493790,90517404,99195453,18,19511,24212,24448357,125619,1856,290608,4152,13.38,99494
117,7372007,496757,20219514,100089610,18,19511,24212,24660340,126683,1856,290608,4152,14.56,99494
118,7435503,500072,92016369,100932712,18,19511,24212,24859961,127770,1856,290608,4152,13.51,99494
119,7499444,503618,20509770,101785578,18,19511,24212,25058725,128805,1856,290608,4152,13.82,99494
120,7521760,506996,93674864,102150570,18,19511,24212,25146990,130436,1856,290608,4152,4.95,99494
121,7523353,510364,94646852,102245180,18,19511,24212,25171629,132233,1856,290608,4152,0.20,99494
122,7524932,521958,95648447,102361448,18,19511,24212,25194407,133791,1856,290608,4152,0.20,99494
